1,0.000500,1.000000
2,0.002290,0.999500
3,0.007500,0.997210
4,0.018911,0.989710
5,0.038022,0.970799
6,0.061952,0.932777
7,0.090624,0.870825
8,0.113285,0.780201
9,0.125635,0.666917
10,0.125355,0.541282
11,0.112374,0.415927
12,0.095564,0.303552
13,0.071893,0.207988
14,0.052642,0.136095
15,0.034601,0.083453
16,0.021721,0.048852
17,0.012390,0.027131
18,0.007470,0.014741
19,0.003700,0.007270
20,0.002000,0.003570
21,0.000940,0.001570
22,0.000400,0.000630
23,0.000140,0.000230
24,0.000050,0.000090
25,0.000010,0.000040
26,0.000020,0.000030
27,0.000010,0.000010
